Nr. Pomiaru,Data,Ciężar ładunku [T],Długość wysięgnika [m],Odległość od osi [m],Wysokość podnoszenia [m],"Maksymalne, chwilowe zużycie energii elektrycznej [kW]",Dzienne zużycie energii elektrycznej [kW/8h],Cena energii elektrycznej [kWh],Koszt dzienny [PLN],Prędkość wiatru [m/s],Temperatura [C],Ciśnienie [hPa],Miesiąc
118,2022-03-01,5,13.2,2,3,39.6,79.2,0.4843,38.35656,9.44,8.5,1009.5,3
119,2022-03-01,8,13.2,2,3,39.6,79.2,0.4843,38.35656,9.44,8.5,1009.5,3
120,2022-03-01,15,13.2,1,3,39.6,79.2,0.4843,38.35656,9.44,8.5,1009.5,3
121,2022-04-01,5,13.2,1,10,39.8,80.0,0.4843,38.744,10.42,8.5,1000.25,4
122,2022-04-01,8,13.2,1,10,39.8,80.0,0.4843,38.744,10.42,8.5,1000.25,4
123,2022-04-01,15,13.2,3,10,39.8,80.0,0.4843,38.744,10.42,8.5,1000.25,4
124,2022-05-01,5,17.7,3,4,39.7,79.2,0.4843,38.35656,6.74,4.0,1000.5,5
125,2022-05-01,8,17.7,3,4,39.7,79.2,0.4843,38.35656,6.74,4.0,1000.5,5
126,2022-05-01,15,17.7,8,4,39.7,79.2,0.4843,38.35656,6.74,4.0,1000.5,5
127,2022-07-01,5,17.7,8,14,39.6,79.2,0.4843,38.35656,3.96,0.0,1021.5,7
128,2022-07-01,8,17.7,8,14,39.6,79.2,0.4843,38.35656,3.96,0.0,1021.5,7
129,2022-07-01,15,17.7,10,14,39.6,79.2,0.4843,38.35656,3.96,0.0,1021.5,7
130,2022-10-01,5,22.2,10,4,39.6,79.2,0.4843,38.35656,4.1,-2.0,1020.5,10
131,2022-10-01,8,22.2,10,4,39.6,79.2,0.4843,38.35656,4.1,-2.0,1020.5,10
132,2022-10-01,15,22.2,9,4,39.6,79.2,0.4843,38.35656,4.1,-2.0,1020.5,10
133,2022-11-01,5,22.2,9,19,39.8,79.2,0.4843,38.35656,2.85,-3.5,1034.0,11
134,2022-11-01,8,22.2,9,19,39.8,79.2,0.4843,38.35656,2.85,-3.5,1034.0,11
135,2022-11-01,15,22.2,5,19,39.8,79.2,0.4843,38.35656,2.85,-3.5,1034.0,11
136,2022-12-01,5,26.7,5,4,39.6,79.2,0.4843,38.35656,3.13,-4.0,1036.25,12
137,2022-12-01,8,26.7,5,4,39.6,79.2,0.4843,38.35656,3.13,-4.0,1036.25,12
138,2022-12-01,15,26.7,4,4,39.6,79.2,0.4843,38.35656,3.13,-4.0,1036.25,12
139,2022-01-13,5,26.7,4,24,40.0,80.1,0.4843,38.79243,7.36,1.0,1033.25,1
140,2022-01-13,8,26.7,4,24,40.0,80.1,0.4843,38.79243,7.36,1.0,1033.25,1
141,2022-01-13,15,26.7,3,24,40.0,80.1,0.4843,38.79243,7.36,1.0,1033.25,1
142,2022-01-14,5,31.3,3,5,40.0,80.1,0.4843,38.79243,9.24,3.0,1024.5,1
143,2022-01-14,8,31.3,3,5,40.0,80.1,0.4843,38.79243,9.24,3.0,1024.5,1
144,2022-01-14,15,31.3,2,5,40.0,80.1,0.4843,38.79243,9.24,3.0,1024.5,1
145,2022-01-17,5,31.3,2,28,39.9,80.0,0.4843,38.744,10.69,0.5,1012.25,1
146,2022-01-17,8,31.3,2,28,39.9,80.0,0.4843,38.744,10.69,0.5,1012.25,1
147,2022-01-17,15,31.3,5,28,39.9,80.0,0.4843,38.744,10.69,0.5,1012.25,1
148,2022-01-18,5,35.8,5,5,39.9,80.0,0.4843,38.744,6.25,-1.0,1032.5,1
149,2022-01-18,8,35.8,5,5,39.9,80.0,0.4843,38.744,6.25,-1.0,1032.5,1
150,2022-01-18,15,35.8,4,5,39.9,80.0,0.4843,38.744,6.25,-1.0,1032.5,1
151,2022-01-19,5,35.8,4,24,39.8,79.2,0.4843,38.35656,3.96,-1.0,1026.75,1
152,2022-01-19,8,35.8,4,24,39.8,79.2,0.4843,38.35656,3.96,-1.0,1026.75,1
153,2022-01-19,15,35.8,2,24,39.8,79.2,0.4843,38.35656,3.96,-1.0,1026.75,1
154,2022-01-20,5,35.8,2,32,39.8,79.2,0.4843,38.35656,9.24,0.0,1011.0,1
155,2022-01-20,8,35.8,2,32,39.8,79.2,0.4843,38.35656,9.24,0.0,1011.0,1
156,2022-01-20,15,35.8,2,32,39.8,79.2,0.4843,38.35656,9.24,0.0,1011.0,1
157,2022-01-21,5,40.3,2,7,39.7,79.2,0.4843,38.35656,7.57,-2.5,1019.25,1
158,2022-01-21,8,40.3,2,7,39.7,79.2,0.4843,38.35656,7.57,-2.5,1019.25,1
159,2022-01-21,15,40.3,3,7,39.7,79.2,0.4843,38.35656,7.57,-2.5,1019.25,1
160,2022-01-24,5,40.3,3,22,39.6,79.2,0.4843,38.35656,1.74,-6.0,1034.5,1
161,2022-01-24,8,40.3,3,22,39.6,79.2,0.4843,38.35656,1.74,-6.0,1034.5,1
162,2022-01-24,15,40.3,2,22,39.6,79.2,0.4843,38.35656,1.74,-6.0,1034.5,1
163,2022-01-25,1,40.3,2,36,39.8,80.0,0.4843,38.744,5.21,-0.5,1029.25,1
164,2022-01-25,5,40.3,2,36,39.8,80.0,0.4843,38.744,5.21,-0.5,1029.25,1
165,2022-01-25,8,40.3,3,36,39.8,80.0,0.4843,38.744,5.21,-0.5,1029.25,1
166,2022-01-26,5,44.8,3,7,39.7,79.2,0.4843,38.35656,5.76,1.0,1026.25,1
167,2022-01-26,8,44.8,3,7,39.7,79.2,0.4843,38.35656,5.76,1.0,1026.25,1
168,2022-01-26,10,44.8,4,7,39.7,79.2,0.4843,38.35656,5.76,1.0,1026.25,1
169,2022-01-27,1,44.8,4,40,39.6,79.2,0.4843,38.35656,6.94,0.5,1018.5,1
170,2022-01-27,5,44.8,4,40,39.6,79.2,0.4843,38.35656,6.94,0.5,1018.5,1
171,2022-01-27,8,44.8,5,40,39.6,79.2,0.4843,38.35656,6.94,0.5,1018.5,1
172,2022-01-28,5,49.3,5,9,39.6,79.2,0.4843,38.35656,9.1,0.5,1016.0,1
173,2022-01-28,8,49.3,5,9,39.6,79.2,0.4843,38.35656,9.1,0.5,1016.0,1
174,2022-01-28,10,49.3,6,9,39.6,79.2,0.4843,38.35656,9.1,0.5,1016.0,1
175,2022-01-31,5,49.3,6,24,39.8,79.2,0.4843,38.35656,7.71,1.0,1006.0,1
176,2022-01-31,8,49.3,6,24,39.8,79.2,0.4843,38.35656,7.71,1.0,1006.0,1
177,2022-01-31,10,49.3,5,24,39.8,79.2,0.4843,38.35656,7.71,1.0,1006.0,1
178,2022-01-02,1,49.3,5,42,39.6,79.2,0.4843,38.35656,6.32,-0.5,1011.0,1
179,2022-01-02,5,49.3,5,42,39.6,79.2,0.4843,38.35656,6.32,-0.5,1011.0,1
180,2022-01-02,8,49.3,3,42,39.6,79.2,0.4843,38.35656,6.32,-0.5,1011.0,1
181,2022-02-02,1,49.3,3,46,40.0,80.1,0.4843,38.79243,7.71,0.5,1003.5,2
182,2022-02-02,5,49.3,3,46,40.0,80.1,0.4843,38.79243,7.71,0.5,1003.5,2
183,2022-02-02,8,49.3,16,46,40.0,80.1,0.4843,38.79243,7.71,0.5,1003.5,2
184,2022-03-02,5,53.8,16,10,39.6,79.2,0.4843,38.35656,3.96,-0.5,1022.25,3
185,2022-03-02,8,53.8,16,10,39.6,79.2,0.4843,38.35656,3.96,-0.5,1022.25,3
186,2022-03-02,10,53.8,3,10,39.6,79.2,0.4843,38.35656,3.96,-0.5,1022.25,3
187,2022-04-02,1,53.8,3,38,39.9,80.0,0.4843,38.744,3.89,2.5,1014.5,4
188,2022-04-02,5,53.8,3,38,39.9,80.0,0.4843,38.744,3.89,2.5,1014.5,4
189,2022-04-02,8,53.8,11,38,39.9,80.0,0.4843,38.744,3.89,2.5,1014.5,4
190,2022-07-02,1,53.8,11,48,39.6,79.2,0.4843,38.35656,9.86,2.5,1006.25,7
191,2022-07-02,3,53.8,11,48,39.6,79.2,0.4843,38.35656,9.86,2.5,1006.25,7
192,2022-07-02,5,53.8,20,48,39.6,79.2,0.4843,38.35656,9.86,2.5,1006.25,7
193,2022-08-02,3,58.3,20,11,39.8,79.2,0.4843,38.35656,7.78,2.0,1024.25,8
194,2022-08-02,8,58.3,20,11,39.8,79.2,0.4843,38.35656,7.78,2.0,1024.25,8
195,2022-08-02,10,58.3,12,11,39.8,79.2,0.4843,38.35656,7.78,2.0,1024.25,8
196,2022-09-02,1,58.3,12,34,39.8,79.2,0.4843,38.35656,6.67,6.0,1026.0,9
197,2022-09-02,5,58.3,12,34,39.8,79.2,0.4843,38.35656,6.67,6.0,1026.0,9
198,2022-09-02,8,58.3,3,34,39.8,79.2,0.4843,38.35656,6.67,6.0,1026.0,9
199,2022-10-02,1,58.3,3,52,39.7,79.2,0.4843,38.35656,4.51,6.5,1021.5,10
200,2022-10-02,1,58.3,3,52,39.7,79.2,0.4843,38.35656,4.51,6.5,1021.5,10
201,2022-10-02,1,58.3,5,52,39.7,79.2,0.4843,38.35656,4.51,6.5,1021.5,10
202,2022-11-02,5,62.8,5,12,39.6,79.2,0.4843,38.35656,8.33,4.0,1019.75,11
203,2022-11-02,8,62.8,5,12,39.6,79.2,0.4843,38.35656,8.33,4.0,1019.75,11
204,2022-11-02,10,62.8,5,12,39.6,79.2,0.4843,38.35656,8.33,4.0,1019.75,11
205,2022-02-14,1,62.8,5,27,39.8,80.0,0.4843,38.744,1.94,6.0,1016.0,2
206,2022-02-14,5,62.8,5,27,39.8,80.0,0.4843,38.744,1.94,6.0,1016.0,2
207,2022-02-14,8,62.8,3,27,39.8,80.0,0.4843,38.744,1.94,6.0,1016.0,2
208,2022-02-15,1,62.8,3,48,39.7,79.2,0.4843,38.35656,1.67,7.0,1013.75,2
209,2022-02-15,3,62.8,3,48,39.7,79.2,0.4843,38.35656,1.67,7.0,1013.75,2
210,2022-02-15,5,62.8,4,48,39.7,79.2,0.4843,38.35656,1.67,7.0,1013.75,2
211,2022-02-16,1,62.8,4,57,39.6,79.2,0.4843,38.35656,7.29,7.0,1009.75,2
212,2022-02-16,1,62.8,4,57,39.6,79.2,0.4843,38.35656,7.29,7.0,1009.75,2
213,2022-02-16,1,62.8,12,57,39.6,79.2,0.4843,38.35656,7.29,7.0,1009.75,2
214,2022-02-17,1,67.3,12,14,39.6,79.2,0.4843,38.35656,12.85,7.5,995.0,2
215,2022-02-17,3,67.3,12,14,39.6,79.2,0.4843,38.35656,12.85,7.5,995.0,2
216,2022-02-17,5,67.3,3,14,39.6,79.2,0.4843,38.35656,12.85,7.5,995.0,2
217,2022-02-18,1,67.3,3,44,39.8,79.2,0.4843,38.35656,8.4,6.5,1010.25,2
218,2022-02-18,5,67.3,3,44,39.8,79.2,0.4843,38.35656,8.4,6.5,1010.25,2
219,2022-02-18,5,67.3,2,44,39.8,79.2,0.4843,38.35656,8.4,6.5,1010.25,2
220,2022-02-21,1,67.3,4,62,39.6,79.2,0.4843,38.35656,9.86,5.5,1011.0,2
221,2022-02-21,1,67.3,6,62,39.6,79.2,0.4843,38.35656,9.86,5.5,1011.0,2
222,2022-02-21,1,67.3,8,62,39.6,79.2,0.4843,38.35656,9.86,5.5,1011.0,2
223,2022-02-22,1,72.0,8,14,40.0,80.1,0.4843,38.79243,6.88,3.0,1013.0,2
224,2022-02-22,3,72.0,8,14,40.0,80.1,0.4843,38.79243,6.88,3.0,1013.0,2
225,2022-02-22,5,72.0,11,14,40.0,80.1,0.4843,38.79243,6.88,3.0,1013.0,2
226,2022-02-23,1,72.0,15,38,40.0,80.1,0.4843,38.79243,8.19,4.0,1021.0,2
227,2022-02-23,1,72.0,17,38,40.0,80.1,0.4843,38.79243,8.19,4.0,1021.0,2
228,2022-02-23,1,72.0,8,38,40.0,80.1,0.4843,38.79243,8.19,4.0,1021.0,2
229,2022-02-24,1,72.0,9,52,39.9,80.0,0.4843,38.744,2.78,4.0,1020.0,2
230,2022-02-24,1,72.0,10,52,39.9,80.0,0.4843,38.744,2.78,4.0,1020.0,2
231,2022-02-24,1,72.0,6,52,39.9,80.0,0.4843,38.744,2.78,4.0,1020.0,2
232,2022-02-25,1,72.0,6,67,39.9,80.0,0.4843,38.744,5.0,3.0,1020.5,2
233,2022-02-25,1,72.0,23,67,39.9,80.0,0.4843,38.744,5.0,3.0,1020.5,2
234,2022-02-25,1,72.0,23,67,39.9,80.0,0.4843,38.744,5.0,3.0,1020.5,2
235,2022-02-28,5,13.2,9,7,39.8,79.2,0.4843,38.35656,5.56,0.0,1034.5,2
236,2022-02-28,8,13.2,9,7,39.8,79.2,0.4843,38.35656,5.56,0.0,1034.5,2
237,2022-02-28,15,13.2,9,7,39.8,79.2,0.4843,38.35656,5.56,0.0,1034.5,2
238,2022-01-03,5,17.7,15,8,39.8,79.2,0.4843,38.35656,2.99,0.0,1033.5,1
239,2022-01-03,8,17.7,15,8,39.8,79.2,0.4843,38.35656,2.99,0.0,1033.5,1
240,2022-01-03,15,17.7,15,8,39.8,79.2,0.4843,38.35656,2.99,0.0,1033.5,1
241,2022-02-03,5,22.2,19,10,39.7,79.2,0.4843,38.35656,2.08,0.0,1024.75,2
242,2022-02-03,8,22.2,19,10,39.7,79.2,0.4843,38.35656,2.08,0.0,1024.75,2
243,2022-02-03,15,22.2,19,10,39.7,79.2,0.4843,38.35656,2.08,0.0,1024.75,2
244,2022-03-03,5,26.7,24,10,39.6,79.2,0.4843,38.35656,2.71,1.0,1018.0,3
245,2022-03-03,8,26.7,24,10,39.6,79.2,0.4843,38.35656,2.71,1.0,1018.0,3
246,2022-03-03,15,26.7,24,10,39.6,79.2,0.4843,38.35656,2.71,1.0,1018.0,3
247,2022-04-03,5,26.7,15,20,39.8,80.0,0.4843,38.744,3.19,1.0,1020.25,4
248,2022-04-03,8,26.7,15,20,39.8,80.0,0.4843,38.744,3.19,1.0,1020.25,4
249,2022-04-03,15,26.7,15,20,39.8,80.0,0.4843,38.744,3.19,1.0,1020.25,4
250,2022-07-03,5,31.3,26,16,39.7,79.2,0.4843,38.35656,3.89,1.0,1021.25,7
251,2022-07-03,8,31.3,26,16,39.7,79.2,0.4843,38.35656,3.89,1.0,1021.25,7
252,2022-07-03,15,31.3,26,16,39.7,79.2,0.4843,38.35656,3.89,1.0,1021.25,7
253,2022-08-03,5,31.3,14,28,39.6,79.2,0.4843,38.35656,3.47,1.0,1024.25,8
254,2022-08-03,8,31.3,14,28,39.6,79.2,0.4843,38.35656,3.47,1.0,1024.25,8
255,2022-08-03,15,31.3,14,28,39.6,79.2,0.4843,38.35656,3.47,1.0,1024.25,8
256,2022-09-03,5,35.8,33,11,39.6,79.2,0.4843,38.35656,3.26,3.0,1023.5,9
257,2022-09-03,8,35.8,33,11,39.6,79.2,0.4843,38.35656,3.26,3.0,1023.5,9
258,2022-09-03,15,35.8,33,11,39.6,79.2,0.4843,38.35656,3.26,3.0,1023.5,9
259,2022-10-03,5,35.8,19,28,39.8,79.2,0.4843,38.35656,4.93,0.0,1033.75,10
260,2022-10-03,8,35.8,19,28,39.8,79.2,0.4843,38.35656,4.93,0.0,1033.75,10
261,2022-10-03,15,35.8,19,28,39.8,79.2,0.4843,38.35656,4.93,0.0,1033.75,10
262,2022-11-03,1,40.3,21,32,39.6,79.2,0.4843,38.35656,5.28,-2.0,1035.75,11
263,2022-11-03,5,40.3,21,32,39.6,79.2,0.4843,38.35656,5.28,-2.0,1035.75,11
264,2022-11-03,8,40.3,21,32,39.6,79.2,0.4843,38.35656,5.28,-2.0,1035.75,11
265,2022-03-14,5,44.8,37,21,40.0,80.1,0.4843,38.79243,1.88,7.0,1030.0,3
266,2022-03-14,8,44.8,37,21,40.0,80.1,0.4843,38.79243,1.88,7.0,1030.0,3
267,2022-03-14,15,44.8,37,21,40.0,80.1,0.4843,38.79243,1.88,7.0,1030.0,3
268,2022-03-15,1,44.8,26,34,40.0,80.1,0.4843,38.79243,2.5,7.5,1029.5,3
269,2022-03-15,5,44.8,26,34,40.0,80.1,0.4843,38.79243,2.5,7.5,1029.5,3
270,2022-03-15,8,44.8,26,34,40.0,80.1,0.4843,38.79243,2.5,7.5,1029.5,3
271,2022-03-16,1,49.3,36,32,39.6,79.2,0.4843,38.35656,3.33,7.0,1023.75,3
272,2022-03-16,5,49.3,36,32,39.6,79.2,0.4843,38.35656,3.33,7.0,1023.75,3
273,2022-03-16,8,49.3,36,32,39.6,79.2,0.4843,38.35656,3.33,7.0,1023.75,3
274,2022-03-17,1,53.8,47,24,39.9,80.0,0.4843,38.744,6.67,4.0,1033.75,3
275,2022-03-17,5,53.8,47,24,39.9,80.0,0.4843,38.744,6.67,4.0,1033.75,3
276,2022-03-17,8,53.8,47,24,39.9,80.0,0.4843,38.744,6.67,4.0,1033.75,3
277,2022-03-18,5,58.3,55,18,39.8,79.2,0.4843,38.35656,4.31,2.0,1040.75,3
278,2022-03-18,8,58.3,55,18,39.8,79.2,0.4843,38.35656,4.31,2.0,1040.75,3
279,2022-03-18,15,58.3,55,18,39.8,79.2,0.4843,38.35656,4.31,2.0,1040.75,3
280,2022-03-21,1,58.3,32,46,39.8,79.2,0.4843,38.35656,4.51,4.5,1040.0,3
281,2022-03-21,5,58.3,32,46,39.8,79.2,0.4843,38.35656,4.51,4.5,1040.0,3
282,2022-03-21,5,58.3,32,46,39.8,79.2,0.4843,38.35656,4.51,4.5,1040.0,3
283,2022-03-22,1,62.8,58,20,39.7,79.2,0.4843,38.35656,3.13,8.0,1037.0,3
284,2022-03-22,5,62.8,58,20,39.7,79.2,0.4843,38.35656,3.13,8.0,1037.0,3
285,2022-03-22,8,62.8,58,20,39.7,79.2,0.4843,38.35656,3.13,8.0,1037.0,3
286,2022-03-23,1,62.8,45,42,39.9,80.0,0.4843,38.744,2.22,10.0,1030.5,3
287,2022-03-23,5,62.8,45,42,39.9,80.0,0.4843,38.744,2.22,10.0,1030.5,3
288,2022-03-23,5,62.8,45,42,39.9,80.0,0.4843,38.744,2.22,10.0,1030.5,3
289,2022-03-24,1,67.3,60,29,39.9,80.0,0.4843,38.744,2.71,9.0,1027.25,3
290,2022-03-24,5,67.3,60,29,39.9,80.0,0.4843,38.744,2.71,9.0,1027.25,3
291,2022-03-24,8,67.3,60,29,39.9,80.0,0.4843,38.744,2.71,9.0,1027.25,3
292,2022-03-25,1,67.3,33,56,39.6,79.2,0.4843,38.35656,1.67,9.0,1027.25,3
293,2022-03-25,1,67.3,33,56,39.6,79.2,0.4843,38.35656,1.67,9.0,1027.25,3
294,2022-03-25,1,67.3,33,56,39.6,79.2,0.4843,38.35656,1.67,9.0,1027.25,3
295,2022-03-28,5,72.0,25,21,39.8,80.0,0.4843,38.744,5.83,10.0,1020.25,3
296,2022-03-28,8,72.0,25,21,39.8,80.0,0.4843,38.744,5.83,10.0,1020.25,3
297,2022-03-28,10,72.0,25,21,39.8,80.0,0.4843,38.744,5.83,10.0,1020.25,3
298,2022-03-29,1,72.0,25,29,39.7,79.2,0.4843,38.35656,4.31,10.0,1009.25,3
299,2022-03-29,5,72.0,25,29,39.7,79.2,0.4843,38.35656,4.31,10.0,1009.25,3
300,2022-03-29,5,72.0,25,29,39.7,79.2,0.4843,38.35656,4.31,10.0,1009.25,3
301,2022-03-30,1,72.0,20,46,39.6,79.2,0.4843,38.35656,5.0,10.5,1004.25,3
302,2022-03-30,1,72.0,20,46,39.6,79.2,0.4843,38.35656,5.0,10.5,1004.25,3
303,2022-03-30,1,72.0,20,46,39.6,79.2,0.4843,38.35656,5.0,10.5,1004.25,3
304,2022-03-31,1,72.0,14,57,39.6,79.2,0.4843,38.35656,5.76,3.0,1002.25,3
305,2022-03-31,1,72.0,14,57,39.6,79.2,0.4843,38.35656,5.76,3.0,1002.25,3
306,2022-03-31,1,72.0,14,57,39.6,79.2,0.4843,38.35656,5.76,3.0,1002.25,3
307,2022-01-04,1,72.0,12,62,39.8,79.2,0.4843,38.35656,4.24,0.5,998.5,1
308,2022-01-04,1,72.0,12,62,39.8,79.2,0.4843,38.35656,4.24,0.5,998.5,1
309,2022-01-04,1,72.0,12,62,39.8,79.2,0.4843,38.35656,4.24,0.5,998.5,1
310,2022-04-04,5,13.2,2,7,39.6,79.2,0.4843,38.35656,7.5,1.0,1014.5,4
311,2022-04-04,8,13.2,2,7,39.6,79.2,0.4843,38.35656,7.5,1.0,1014.5,4
312,2022-04-04,15,13.2,2,7,39.6,79.2,0.4843,38.35656,7.5,1.0,1014.5,4
313,2022-05-04,5,13.2,1,10,40.0,80.1,0.4843,38.79243,8.26,4.5,1005.0,5
314,2022-05-04,8,13.2,1,10,40.0,80.1,0.4843,38.79243,8.26,4.5,1005.0,5
315,2022-05-04,15,13.2,1,10,40.0,80.1,0.4843,38.79243,8.26,4.5,1005.0,5
316,2022-06-04,5,17.7,3,9,40.0,80.1,0.4843,38.79243,6.74,10.0,1006.25,6
317,2022-06-04,8,17.7,3,9,40.0,80.1,0.4843,38.79243,6.74,10.0,1006.25,6
318,2022-06-04,15,17.7,3,9,40.0,80.1,0.4843,38.79243,6.74,10.0,1006.25,6
319,2022-07-04,5,17.7,8,11,39.9,80.0,0.4843,38.744,9.65,11.5,995.75,7
320,2022-07-04,8,17.7,8,11,39.9,80.0,0.4843,38.744,9.65,11.5,995.75,7
321,2022-07-04,15,17.7,8,11,39.9,80.0,0.4843,38.744,9.65,11.5,995.75,7
322,2022-08-04,5,22.2,10,8,39.9,80.0,0.4843,38.744,8.4,9.0,999.75,8
323,2022-08-04,8,22.2,10,8,39.9,80.0,0.4843,38.744,8.4,9.0,999.75,8
324,2022-08-04,15,22.2,10,8,39.9,80.0,0.4843,38.744,8.4,9.0,999.75,8
325,2022-11-04,5,22.2,9,19,39.8,79.2,0.4843,38.35656,4.79,4.0,1020.5,11
326,2022-11-04,8,22.2,9,19,39.8,79.2,0.4843,38.35656,4.79,4.0,1020.5,11
327,2022-11-04,15,22.2,9,19,39.8,79.2,0.4843,38.35656,4.79,4.0,1020.5,11
328,2022-12-04,5,26.7,26,4,39.8,79.2,0.4843,38.35656,3.06,6.0,1022.0,12
329,2022-12-04,8,26.7,26,4,39.8,79.2,0.4843,38.35656,3.06,6.0,1022.0,12
330,2022-12-04,15,26.7,26,4,39.8,79.2,0.4843,38.35656,3.06,6.0,1022.0,12
331,2022-04-13,5,26.7,4,24,39.7,79.2,0.4843,38.35656,4.24,7.5,1022.75,4
332,2022-04-13,8,26.7,4,24,39.7,79.2,0.4843,38.35656,4.24,7.5,1022.75,4
333,2022-04-13,15,26.7,4,24,39.7,79.2,0.4843,38.35656,4.24,7.5,1022.75,4
334,2022-04-14,5,31.3,30,5,39.6,79.2,0.4843,38.35656,2.01,12.0,1019.5,4
335,2022-04-14,8,31.3,30,5,39.6,79.2,0.4843,38.35656,2.01,12.0,1019.5,4
336,2022-04-14,15,31.3,30,5,39.6,79.2,0.4843,38.35656,2.01,12.0,1019.5,4
337,2022-04-15,5,31.3,2,20,39.8,80.0,0.4843,38.744,5.56,11.0,1027.5,4
338,2022-04-15,8,31.3,2,20,39.8,80.0,0.4843,38.744,5.56,11.0,1027.5,4
339,2022-04-15,15,31.3,2,20,39.8,80.0,0.4843,38.744,5.56,11.0,1027.5,4
340,2022-04-18,5,35.8,5,10,39.7,79.2,0.4843,38.35656,3.89,5.0,1020.0,4
341,2022-04-18,8,35.8,5,10,39.7,79.2,0.4843,38.35656,3.89,5.0,1020.0,4
342,2022-04-18,15,35.8,5,10,39.7,79.2,0.4843,38.35656,3.89,5.0,1020.0,4
343,2022-04-19,5,35.8,4,24,39.6,79.2,0.4843,38.35656,3.82,5.0,1013.0,4
344,2022-04-19,8,35.8,4,24,39.6,79.2,0.4843,38.35656,3.82,5.0,1013.0,4
345,2022-04-19,15,35.8,4,24,39.6,79.2,0.4843,38.35656,3.82,5.0,1013.0,4
346,2022-04-20,5,35.8,10,24,39.6,79.2,0.4843,38.35656,5.07,4.0,1011.0,4
347,2022-04-20,8,35.8,10,24,39.6,79.2,0.4843,38.35656,5.07,4.0,1011.0,4
348,2022-04-20,15,35.8,10,24,39.6,79.2,0.4843,38.35656,5.07,4.0,1011.0,4
349,2022-04-21,5,40.3,10,7,39.8,79.2,0.4843,38.35656,3.13,7.0,1015.0,4
350,2022-04-21,8,40.3,10,7,39.8,79.2,0.4843,38.35656,3.13,7.0,1015.0,4
351,2022-04-21,15,40.3,10,7,39.8,79.2,0.4843,38.35656,3.13,7.0,1015.0,4
352,2022-04-22,5,40.3,12,22,39.6,79.2,0.4843,38.35656,6.6,7.0,1013.0,4
353,2022-04-22,8,40.3,12,22,39.6,79.2,0.4843,38.35656,6.6,7.0,1013.0,4
354,2022-04-22,15,40.3,12,22,39.6,79.2,0.4843,38.35656,6.6,7.0,1013.0,4
355,2022-04-25,1,40.3,13,32,40.0,80.1,0.4843,38.79243,7.01,10.0,1000.0,4
356,2022-04-25,5,40.3,13,32,40.0,80.1,0.4843,38.79243,7.01,10.0,1000.0,4
357,2022-04-25,8,40.3,13,32,40.0,80.1,0.4843,38.79243,7.01,10.0,1000.0,4
358,2022-04-26,5,44.8,5,7,40.0,80.1,0.4843,38.79243,3.54,8.0,1006.0,4
359,2022-04-26,8,44.8,5,7,40.0,80.1,0.4843,38.79243,3.54,8.0,1006.0,4
360,2022-04-26,15,44.8,5,7,40.0,80.1,0.4843,38.79243,3.54,8.0,1006.0,4
361,2022-04-27,1,44.8,4,40,39.6,79.2,0.4843,38.35656,3.06,8.5,1023.0,4
362,2022-04-27,5,44.8,4,40,39.6,79.2,0.4843,38.35656,3.06,8.5,1023.0,4
363,2022-04-27,8,44.8,4,40,39.6,79.2,0.4843,38.35656,3.06,8.5,1023.0,4
364,2022-04-28,5,49.3,5,9,39.8,80.0,0.4843,38.744,4.03,10.0,1022.0,4
365,2022-04-28,8,49.3,5,9,39.8,80.0,0.4843,38.744,4.03,10.0,1022.0,4
366,2022-04-28,15,49.3,5,9,39.8,80.0,0.4843,38.744,4.03,10.0,1022.0,4
367,2022-04-29,5,49.3,6,24,39.7,79.2,0.4843,38.35656,2.5,12.0,1011.0,4
368,2022-04-29,8,49.3,6,24,39.7,79.2,0.4843,38.35656,2.5,12.0,1011.0,4
369,2022-04-29,15,49.3,6,24,39.7,79.2,0.4843,38.35656,2.5,12.0,1011.0,4
370,2022-02-05,1,49.3,5,42,39.6,79.2,0.4843,38.35656,2.71,13.5,1023.0,2
371,2022-02-05,5,49.3,5,42,39.6,79.2,0.4843,38.35656,2.71,13.5,1023.0,2
372,2022-02-05,8,49.3,5,42,39.6,79.2,0.4843,38.35656,2.71,13.5,1023.0,2
373,2022-04-05,1,49.3,3,40,39.6,79.2,0.4843,38.35656,2.5,15.0,1011.0,4
374,2022-04-05,5,49.3,3,40,39.6,79.2,0.4843,38.35656,2.5,15.0,1011.0,4
375,2022-04-05,5,49.3,3,40,39.6,79.2,0.4843,38.35656,2.5,15.0,1011.0,4
376,2022-05-05,5,53.8,16,10,39.8,79.2,0.4843,38.35656,4.44,14.0,1012.0,5
377,2022-05-05,8,53.8,16,10,39.8,79.2,0.4843,38.35656,4.44,14.0,1012.0,5
